dt,LandAverageTemperature,LandAverageTemperatureUncertainty,LandMaxTemperature,LandMaxTemperatureUncertainty,LandMinTemperature,LandMinTemperatureUncertainty,LandAndOceanAverageTemperature,LandAndOceanAverageTemperatureUncertainty,LandAndOceanMovingAverageTemperature12
1931-07-01,14.576,0.302,20.399,0.275,8.665,0.328,16.967,0.138,15.225583333333335
1931-08-01,14.12,0.33,19.961,0.289,8.189,0.331,16.887,0.145,15.233583333333334
1931-09-01,12.283,0.25,18.078000000000007,0.203,6.485,0.241,16.294,0.129,15.237250000000001
1931-10-01,9.937,0.197,15.718,0.1669999999999999,4.073,0.245,15.448,0.125,15.245
1931-11-01,6.242999999999999,0.198,11.63,0.189,0.5449999999999999,0.267,14.317,0.125,15.229333333333335
1931-12-01,4.027,0.186,9.477,0.183,-1.5730000000000002,0.26,13.711,0.125,15.228250000000001
1932-01-01,3.604,0.223,9.159,0.254,-2.0540000000000003,0.284,13.687,0.131,15.241416666666666
1932-02-01,2.989,0.221,8.797,0.216,-3.2300000000000004,0.206,13.658,0.124,15.244500000000002
1932-03-01,4.94,0.204,10.934,0.1689999999999999,-1.164,0.237,14.252,0.129,15.236583333333334
1932-04-01,8.769,0.263,14.644,0.223,2.599,0.271,15.335,0.129,15.254833333333332
1932-05-01,11.239,0.3,16.865000000000002,0.253,5.2250000000000005,0.338,16.018,0.132,15.267000000000001
1932-06-01,13.383,0.257,19.114,0.219,7.257999999999999,0.251,16.504,0.126,15.256500000000003
1932-07-01,14.372,0.306,20.093,0.286,8.416,0.339,16.846,0.138,15.246416666666667
1932-08-01,13.74,0.331,19.5,0.277,7.916999999999999,0.331,16.68,0.143,15.229166666666666
1932-09-01,12.31,0.268,18.216,0.213,6.34,0.226,16.262999999999998,0.133,15.226583333333332
1932-10-01,9.682,0.232,15.424,0.16,3.9,0.243,15.28,0.123,15.212583333333335
1932-11-01,5.908,0.186,11.550999999999998,0.204,0.014,0.278,14.175,0.122,15.20075
1932-12-01,3.527,0.196,8.888,0.215,-2.071,0.271,13.558,0.123,15.188
1933-01-01,2.169,0.226,7.379,0.207,-3.4530000000000003,0.277,13.26,0.129,15.152416666666667
1933-02-01,2.657,0.21,8.350999999999999,0.305,-3.318,0.299,13.505999999999998,0.12,15.13975
1933-03-01,4.869,0.185,10.774,0.192,-1.27,0.307,14.130999999999998,0.12,15.129666666666667
1933-04-01,8.125,0.272,14.046,0.263,2.003,0.286,15.043,0.13,15.105333333333334
1933-05-01,11.047,0.288,16.845000000000002,0.267,4.988,0.297,15.823,0.134,15.089083333333333
1933-06-01,13.11,0.241,19.036,0.25,7.001,0.313,16.337,0.126,15.075166666666668
1933-07-01,14.236,0.3,20.037,0.282,8.295,0.291,16.704,0.136,15.063333333333333
1933-08-01,13.76,0.321,19.635,0.296,7.858,0.321,16.701,0.138,15.065083333333334
1933-09-01,11.854,0.244,17.631,0.202,6.055,0.259,16.024,0.129,15.045166666666667
1933-10-01,9.238,0.232,15.172,0.17,3.374,0.247,15.143,0.125,15.03375
1933-11-01,5.89,0.201,11.578,0.227,0.0929999999999999,0.248,14.130999999999998,0.118,15.030083333333335
1933-12-01,3.104,0.192,8.456,0.23,-2.533,0.23,13.352,0.12,15.012916666666667
1934-01-01,2.476,0.231,7.994999999999999,0.219,-3.131,0.272,13.276,0.124,15.014249999999999
1934-02-01,3.699,0.251,9.504,0.237,-2.1910000000000003,0.356,13.701,0.125,15.030499999999998
1934-03-01,4.8180000000000005,0.201,10.835,0.193,-1.382,0.223,14.072,0.122,15.025583333333332
1934-04-01,8.016,0.259,13.996,0.24,1.853,0.294,15.02,0.128,15.023666666666665
1934-05-01,11.478,0.276,17.533,0.273,5.260000000000002,0.307,15.951,0.127,15.034333333333334
1934-06-01,13.402,0.24,19.183,0.25,7.4220000000000015,0.274,16.578000000000007,0.121,15.054416666666667
1934-07-01,14.343,0.296,20.14,0.288,8.472000000000001,0.317,16.851,0.134,15.066666666666668
1934-08-01,13.778,0.322,19.534,0.289,8.01,0.337,16.740000000000002,0.141,15.069916666666666
1934-09-01,11.727,0.238,17.505000000000006,0.221,5.899,0.261,16.128,0.122,15.078583333333333
1934-10-01,9.421,0.192,15.371,0.181,3.629,0.213,15.332,0.118,15.094333333333333
1934-11-01,6.397,0.182,11.736,0.179,0.978,0.235,14.412,0.113,15.117750000000001
1934-12-01,3.985,0.193,9.279,0.239,-1.62,0.221,13.673,0.118,15.144499999999999
1935-01-01,2.1750000000000003,0.204,7.736999999999999,0.22,-3.618,0.25,13.299,0.121,15.146416666666667
1935-02-01,4.125,0.217,9.944,0.213,-1.717,0.245,13.857,0.119,15.159416666666667
1935-03-01,5.399,0.187,11.343,0.203,-0.802,0.197,14.269,0.115,15.175833333333335
1935-04-01,7.770999999999999,0.256,13.81,0.249,1.551,0.271,15.013,0.126,15.17525
1935-05-01,10.906,0.277,16.880000000000006,0.258,4.755000000000001,0.31,15.848,0.128,15.166666666666666
1935-06-01,13.326,0.23,19.1,0.227,7.1930000000000005,0.247,16.504,0.122,15.1605
1935-07-01,14.331,0.292,20.173,0.307,8.437999999999999,0.302,16.848,0.131,15.16025
1935-08-01,13.775,0.332,19.657,0.303,7.830999999999999,0.327,16.715,0.139,15.158166666666666
1935-09-01,11.999,0.239,17.896,0.207,6.042000000000001,0.25,16.143,0.12,15.159416666666665
1935-10-01,9.516,0.198,15.379,0.174,3.7,0.235,15.311,0.114,15.157666666666666
1935-11-01,5.443,0.191,10.849,0.201,-0.23,0.246,14.069,0.115,15.129083333333332
1935-12-01,3.423,0.208,8.675,0.235,-2.09,0.282,13.55,0.118,15.118833333333333
1936-01-01,2.249,0.221,7.805999999999999,0.203,-3.53,0.237,13.26,0.115,15.115583333333333
1936-02-01,2.506,0.236,8.253,0.291,-3.458,0.251,13.533,0.118,15.088583333333334
1936-03-01,5.031000000000001,0.194,11.032,0.197,-1.154,0.218,14.206,0.116,15.083333333333334
1936-04-01,8.126999999999999,0.258,14.082,0.25,1.976,0.246,15.089,0.122,15.089666666666666
1936-05-01,11.251,0.279,17.076,0.28,5.23,0.305,15.935,0.125,15.096916666666667
1936-06-01,13.363,0.243,19.171,0.238,7.287999999999999,0.281,16.524,0.116,15.098583333333332
1936-07-01,14.629,0.299,20.443,0.281,8.704,0.293,16.928,0.13,15.10525
1936-08-01,13.86,0.325,19.691,0.287,7.9289999999999985,0.317,16.811,0.134,15.11325
1936-09-01,12.021,0.246,17.91,0.213,6.064,0.224,16.191,0.121,15.11725
1936-10-01,9.457,0.22,15.316,0.21,3.658,0.233,15.412,0.116,15.125666666666667
1936-11-01,6.2330000000000005,0.188,11.814,0.203,0.407,0.215,14.338,0.113,15.148083333333334
1936-12-01,3.921,0.208,9.181,0.216,-1.4409999999999998,0.251,13.767,0.118,15.166166666666667
1937-01-01,2.4530000000000003,0.196,7.879,0.237,-3.216,0.259,13.417,0.116,15.179250000000001
1937-02-01,3.553,0.22,9.237,0.261,-2.387,0.216,13.904000000000002,0.116,15.210166666666666
1937-03-01,4.851,0.219,10.731,0.199,-1.413,0.237,14.276,0.119,15.216000000000001
1937-04-01,8.139999999999999,0.242,14.025,0.253,2.001,0.28,15.228,0.117,15.227583333333333
1937-05-01,11.422,0.288,17.358,0.267,5.1690000000000005,0.296,16.051,0.125,15.237250000000001
1937-06-01,13.603,0.236,19.558,0.229,7.4540000000000015,0.248,16.679000000000002,0.116,15.250166666666667
1937-07-01,14.375,0.298,20.154,0.271,8.41,0.283,17.054000000000002,0.128,15.260666666666667
1937-08-01,14.007,0.325,19.85,0.322,8.145,0.293,16.941,0.135,15.271500000000001
1937-09-01,12.412999999999998,0.247,18.377,0.24,6.419,0.22,16.402,0.124,15.289083333333332
1937-10-01,9.729,0.2,15.635,0.212,4.002,0.241,15.523,0.113,15.298333333333332
1937-11-01,6.356,0.199,11.913,0.219,0.612,0.221,14.447,0.113,15.307416666666667
1937-12-01,3.478,0.211,8.999,0.237,-2.196,0.284,13.684,0.118,15.3005
1938-01-01,2.91,0.194,8.415999999999999,0.217,-2.5970000000000004,0.272,13.595999999999998,0.111,15.315416666666666
1938-02-01,3.417,0.225,9.138,0.258,-2.518,0.246,13.827,0.112,15.309
1938-03-01,5.651,0.192,11.616,0.173,-0.4310000000000001,0.208,14.491,0.111,15.326916666666667
1938-04-01,8.913,0.249,14.984000000000002,0.239,2.968,0.247,15.363,0.119,15.338166666666668
1938-05-01,11.456,0.297,17.429000000000002,0.283,5.4270000000000005,0.312,16.000999999999998,0.129,15.333999999999998
1938-06-01,13.321,0.238,18.989,0.219,7.417999999999999,0.258,16.607000000000006,0.117,15.327999999999998
1938-07-01,14.482,0.295,20.249,0.291,8.612,0.312,16.871,0.127,15.31275
1938-08-01,13.963,0.325,19.85,0.306,8.097000000000001,0.33,16.904,0.132,15.309666666666665
1938-09-01,12.427,0.249,18.311,0.208,6.468,0.244,16.367,0.122,15.306750000000001
1938-10-01,9.784,0.194,15.734000000000002,0.165,3.984,0.247,15.526,0.113,15.307
1938-11-01,6.53,0.215,12.161,0.204,0.969,0.26,14.408,0.114,15.30375
1938-12-01,3.51,0.213,8.922,0.248,-2.0010000000000003,0.289,13.556,0.116,15.293083333333334
1939-01-01,2.932,0.198,8.53,0.266,-2.7710000000000004,0.236,13.537999999999998,0.114,15.28825
1939-02-01,3.232,0.201,9.048,0.225,-2.535,0.224,13.757,0.112,15.282416666666668
1939-03-01,4.926,0.196,10.836,0.187,-1.1,0.216,14.273,0.113,15.264249999999999
1939-04-01,8.328,0.252,14.44,0.234,2.271,0.252,15.296,0.119,15.258666666666665
1939-05-01,11.524,0.298,17.489,0.277,5.362,0.291,16.174,0.128,15.273083333333334
1939-06-01,13.531,0.256,19.47,0.238,7.510000000000002,0.266,16.712,0.119,15.281833333333333
1939-07-01,14.395,0.291,20.26,0.296,8.616999999999999,0.339,16.988,0.127,15.291583333333334
1939-08-01,13.932,0.324,19.807,0.304,8.011000000000001,0.3229999999999999,16.892,0.139,15.290583333333332
1939-09-01,11.957999999999998,0.247,17.922,0.203,5.907,0.261,16.3,0.126,15.284999999999998
1939-10-01,9.218,0.185,14.963,0.179,3.479,0.212,15.232,0.122,15.2605
1939-11-01,6.189,0.194,11.742,0.209,0.5549999999999999,0.243,14.379,0.116,15.258083333333332
1939-12-01,4.959,0.206,10.629,0.254,-0.7380000000000001,0.263,14.087,0.112,15.302333333333335
1940-01-01,2.335,0.2,7.941999999999998,0.219,-3.35,0.256,13.576,0.12,15.3055
1940-02-01,3.423,0.204,9.25,0.242,-2.488,0.243,13.932,0.116,15.320083333333331
1940-03-01,5.424,0.18,11.402,0.174,-0.622,0.198,14.48,0.115,15.337333333333333
1940-04-01,8.756,0.247,14.793,0.252,2.722,0.258,15.452,0.125,15.350333333333333
1940-05-01,11.338,0.296,17.273,0.269,5.202000000000001,0.328,16.08,0.132,15.3425
1940-06-01,13.583,0.231,19.501,0.212,7.532,0.247,16.725,0.119,15.343583333333333
1940-07-01,14.571,0.295,20.408,0.27,8.51,0.302,17.123,0.132,15.354833333333334
1940-08-01,13.811,0.3229999999999999,19.662,0.29,7.9369999999999985,0.313,16.945999999999998,0.134,15.359333333333334
1940-09-01,12.268,0.234,18.186,0.212,6.377000000000001,0.23,16.43,0.126,15.370166666666668
1940-10-01,9.457,0.187,15.273,0.222,3.762,0.235,15.384,0.118,15.382833333333332
1940-11-01,6.0760000000000005,0.186,11.667,0.231,0.52,0.222,14.377,0.12,15.382666666666667
1940-12-01,4.134,0.19,9.592,0.226,-1.418,0.218,13.96,0.117,15.372083333333334
1941-01-01,2.7350000000000003,0.199,8.347999999999999,0.207,-3.01,0.214,13.622,0.111,15.375916666666667
1941-02-01,3.67,0.202,9.439,0.247,-2.234,0.226,13.946000000000002,0.109,15.377083333333333
1941-03-01,5.212999999999999,0.186,11.152,0.201,-0.901,0.209,14.425,0.104,15.3725
1941-04-01,8.575,0.24,14.429,0.24,2.616,0.257,15.407,0.114,15.368749999999999
1941-05-01,11.493,0.282,17.259,0.261,5.582000000000002,0.298,16.152,0.122,15.37475
1941-06-01,13.63,0.232,19.447,0.218,7.6960000000000015,0.255,16.753,0.112,15.377083333333331
1941-07-01,14.694,0.291,20.578000000000003,0.262,8.738999999999999,0.291,17.131,0.122,15.37775
1941-08-01,14.028,0.322,19.853,0.294,8.133999999999999,0.33,16.915,0.126,15.375166666666667
1941-09-01,11.816,0.232,17.813000000000006,0.214,5.973,0.315,16.19,0.112,15.355166666666667
1941-10-01,9.71,0.175,15.504,0.18,3.988,0.252,15.629,0.107,15.375583333333333
1941-11-01,5.952999999999999,0.181,11.536,0.207,0.265,0.235,14.475,0.11,15.38375
1941-12-01,3.707,0.192,9.076,0.23,-1.87,0.285,13.970999999999998,0.142,15.384666666666666
1942-01-01,3.103,0.221,8.715,0.212,-2.609,0.282,13.821,0.13,15.40125
1942-02-01,2.857,0.204,8.544,0.249,-2.883,0.27,13.773,0.123,15.386833333333334
1942-03-01,5.308,0.186,11.264,0.188,-0.7709999999999999,0.22,14.538,0.124,15.39625
1942-04-01,8.415999999999999,0.238,14.453,0.243,2.401,0.312,15.307,0.131,15.387916666666667
1942-05-01,11.338,0.281,17.195999999999998,0.277,5.3980000000000015,0.321,16.147000000000002,0.142,15.387500000000001
1942-06-01,13.578,0.22,19.417,0.229,7.721,0.296,16.729000000000006,0.127,15.385499999999999
1942-07-01,14.242,0.293,20.107,0.273,8.516,0.315,16.902,0.141,15.366416666666668
1942-08-01,13.786,0.318,19.603,0.309,8.042,0.317,16.766000000000002,0.147,15.354
1942-09-01,12.146,0.233,18.143,0.231,6.151,0.247,16.265,0.142,15.36025
1942-10-01,9.627,0.186,15.452,0.199,3.864,0.229,15.358,0.134,15.337666666666669
1942-11-01,6.3950000000000005,0.184,12.149,0.198,0.6849999999999999,0.295,14.425999999999998,0.126,15.333583333333335
1942-12-01,3.945,0.19,9.368,0.256,-1.4740000000000002,0.235,13.872,0.13,15.325333333333335
1943-01-01,2.396,0.195,8.017000000000001,0.218,-3.2830000000000004,0.216,13.522,0.136,15.300416666666669
1943-02-01,3.513,0.199,9.468,0.226,-2.37,0.232,13.939,0.126,15.314250000000001
1943-03-01,5.138,0.184,11.123,0.195,-0.812,0.193,14.371,0.127,15.300333333333334
1943-04-01,8.638,0.243,14.654000000000002,0.218,2.719,0.253,15.335,0.1369999999999999,15.302666666666669
1943-05-01,11.485,0.277,17.401,0.253,5.5230000000000015,0.315,16.123,0.143,15.300666666666666
1943-06-01,13.161,0.23,19.036,0.226,7.314,0.216,16.596,0.132,15.289583333333335
1943-07-01,14.46,0.3,20.394,0.266,8.503,0.32,16.95,0.143,15.293583333333332
1943-08-01,13.774,0.313,19.68,0.282,7.985999999999999,0.305,16.912,0.145,15.305750000000002
1943-09-01,12.095999999999998,0.227,18.029000000000003,0.22,6.325,0.213,16.285,0.129,15.307416666666667
1943-10-01,9.907,0.176,15.859000000000002,0.19,4.0680000000000005,0.205,15.62,0.129,15.32925
1943-11-01,6.26,0.188,11.87,0.222,0.5920000000000001,0.229,14.53,0.128,15.337916666666667
1943-12-01,4.2330000000000005,0.187,9.705,0.195,-1.3259999999999998,0.245,13.957,0.129,15.344999999999999
1944-01-01,3.504,0.185,9.037,0.209,-1.9290000000000005,0.225,13.819,0.117,15.369750000000002
1944-02-01,3.591,0.222,9.407,0.206,-2.123,0.261,14.023,0.121,15.376750000000001
1944-03-01,5.531000000000001,0.205,11.517,0.174,-0.4,0.232,14.632,0.122,15.398499999999999
1944-04-01,8.434,0.243,14.577,0.22,2.337,0.252,15.432,0.129,15.406583333333332
1944-05-01,11.334,0.275,17.483,0.257,5.327999999999999,0.297,16.212,0.135,15.414
1944-06-01,13.478,0.222,19.508,0.249,7.491,0.228,16.772000000000002,0.125,15.428666666666667
1944-07-01,14.468,0.284,20.493,0.276,8.652000000000001,0.282,17.119,0.1369999999999999,15.442750000000002
1944-08-01,14.017,0.308,20.108,0.282,8.075999999999999,0.3,17.117,0.142,15.459833333333334
1944-09-01,12.45,0.229,18.453000000000007,0.197,6.614,0.212,16.472,0.13,15.475416666666668
1944-10-01,9.808,0.17,15.732,0.17,4.032,0.208,15.623,0.123,15.475666666666667
1944-11-01,6.091,0.178,11.515,0.217,0.607,0.237,14.401,0.125,15.464916666666667
1944-12-01,3.434,0.181,8.895999999999997,0.268,-1.969,0.216,13.767,0.127,15.449083333333334
1945-01-01,2.525,0.186,8.126999999999999,0.184,-2.907,0.229,13.586,0.122,15.429666666666664
1945-02-01,2.6460000000000004,0.194,8.373,0.192,-3.044,0.25,13.747,0.125,15.406666666666666
1945-03-01,5.184,0.171,11.182,0.147,-0.898,0.244,14.462,0.124,15.392499999999998
1945-04-01,8.681000000000001,0.236,14.727,0.239,2.6010000000000004,0.278,15.431,0.131,15.392416666666668
1945-05-01,11.097,0.269,17.214000000000002,0.297,5.008,0.306,16.064,0.142,15.380083333333333
1945-06-01,13.328,0.231,19.407,0.225,7.366,0.22,16.660999999999998,0.131,15.370833333333332
1945-07-01,14.213,0.287,20.142,0.271,8.352,0.273,16.910999999999998,0.145,15.353499999999999
1945-08-01,14.313,0.317,20.189,0.284,8.412999999999998,0.313,17.105999999999998,0.149,15.352583333333333
1945-09-01,12.225,0.227,18.078000000000007,0.205,6.414,0.296,16.358,0.133,15.343083333333333
1945-10-01,9.575,0.171,15.458,0.165,3.83,0.271,15.574000000000002,0.119,15.338999999999999
1945-11-01,6.073,0.172,11.697,0.179,0.47,0.224,14.453,0.121,15.343333333333332
1945-12-01,3.158,0.183,8.671,0.19,-2.337,0.224,13.616,0.122,15.33075
1946-01-01,2.979,0.188,8.484,0.188,-2.547,0.257,13.638,0.129,15.335083333333335
1946-02-01,3.4610000000000003,0.206,9.259,0.177,-2.389,0.232,13.816,0.128,15.34083333333333
1946-03-01,5.236000000000001,0.171,11.244000000000002,0.166,-0.8390000000000001,0.216,14.514,0.125,15.345166666666666
1946-04-01,8.837,0.223,14.909,0.228,2.7110000000000003,0.247,15.441,0.127,15.345999999999998
1946-05-01,11.355,0.273,17.275000000000002,0.246,5.323,0.309,15.994000000000002,0.143,15.340166666666667
1946-06-01,13.298,0.237,19.086,0.215,7.197,0.23,16.512999999999998,0.1369999999999999,15.327833333333333
1946-07-01,14.409,0.289,20.265,0.274,8.427,0.281,16.944000000000003,0.139,15.330583333333331
1946-08-01,13.834,0.319,19.783,0.286,7.997999999999998,0.301,16.717000000000002,0.143,15.298166666666667
1946-09-01,12.064,0.233,17.921000000000006,0.202,6.263999999999999,0.235,16.252,0.143,15.289333333333333
1946-10-01,9.281,0.17,15.175,0.17,3.577,0.258,15.437,0.13,15.277916666666668
1946-11-01,6.235,0.179,11.863,0.193,0.5549999999999999,0.236,14.359000000000002,0.12,15.270083333333334
1946-12-01,3.134,0.181,8.514,0.233,-2.31,0.253,13.528,0.125,15.262749999999999
1947-01-01,2.597,0.184,8.109,0.194,-2.992,0.238,13.532,0.125,15.253916666666667
1947-02-01,3.277,0.191,9.045,0.192,-2.668,0.258,13.832,0.116,15.255249999999998
1947-03-01,5.801,0.183,11.8,0.194,-0.367,0.238,14.54,0.124,15.257416666666666
1947-04-01,8.686,0.227,14.734000000000002,0.236,2.738,0.25,15.373,0.128,15.251750000000001
1947-05-01,11.329,0.266,17.266000000000002,0.264,5.263000000000001,0.298,16.089000000000002,0.135,15.259666666666668
1947-06-01,13.459,0.216,19.361,0.206,7.452000000000001,0.209,16.701,0.126,15.275333333333334
1947-07-01,14.349,0.284,20.126,0.267,8.35,0.288,16.973,0.138,15.277750000000003
1947-08-01,13.827,0.305,19.541,0.278,8.001999999999999,0.295,16.804000000000002,0.136,15.285000000000002
1947-09-01,12.166,0.221,17.959000000000003,0.187,6.355,0.216,16.261,0.131,15.28575
1947-10-01,10.011,0.1639999999999999,15.797,0.1639999999999999,4.313,0.201,15.49,0.13,15.290166666666666
1947-11-01,6.407,0.187,11.925999999999998,0.21,0.913,0.249,14.435,0.128,15.2965
1947-12-01,3.656,0.177,9.086,0.22,-1.784,0.237,13.692,0.128,15.310166666666667
1948-01-01,3.366,0.18,9.136,0.186,-2.3520000000000003,0.193,13.666,0.119,15.321333333333333
1948-02-01,3.22,0.198,9.034,0.212,-2.613,0.231,13.692,0.123,15.309666666666667
1948-03-01,4.9190000000000005,0.161,10.852,0.222,-1.039,0.196,14.284,0.125,15.288333333333334
1948-04-01,8.498999999999999,0.215,14.384,0.239,2.617,0.261,15.265999999999998,0.127,15.279416666666664
1948-05-01,11.537,0.257,17.592000000000002,0.266,5.5150000000000015,0.289,16.173,0.135,15.286416666666666
1948-06-01,13.664,0.214,19.614,0.217,7.585,0.212,16.742,0.129,15.289833333333334
1948-07-01,14.445,0.276,20.334,0.28,8.625,0.281,16.938,0.141,15.286916666666665
1948-08-01,13.896,0.298,19.87,0.298,7.964999999999999,0.295,16.902,0.136,15.295083333333332
1948-09-01,12.155,0.22,18.217,0.216,6.209,0.226,16.243,0.127,15.293583333333332
1948-10-01,9.584,0.1669999999999999,15.52,0.17,3.812,0.207,15.389,0.123,15.285166666666667
1948-11-01,6.1850000000000005,0.162,11.853,0.251,0.691,0.249,14.299,0.131,15.273833333333334
1948-12-01,3.491,0.1669999999999999,8.981,0.242,-2.03,0.211,13.54,0.126,15.261166666666666
1949-01-01,3.2190000000000003,0.17,8.837,0.175,-2.4280000000000004,0.213,13.704,0.101,15.264333333333333
1949-02-01,2.759,0.185,8.517999999999999,0.191,-3.003,0.262,13.686,0.101,15.263833333333332
1949-03-01,5.077,0.177,10.981,0.153,-0.773,0.215,14.322,0.102,15.267000000000001
1949-04-01,8.344,0.226,14.41,0.222,2.364,0.266,15.312,0.109,15.270833333333334
1949-05-01,11.309,0.255,17.195999999999998,0.261,5.444000000000001,0.282,16.063,0.117,15.261666666666665
1949-06-01,13.223,0.209,19.064,0.256,7.388999999999999,0.224,16.467000000000002,0.107,15.238749999999998
1949-07-01,14.199000000000002,0.27,20.128,0.286,8.297,0.284,16.807000000000002,0.12,15.227833333333335
1949-08-01,13.826,0.295,19.77,0.296,8.004,0.29,16.796,0.123,15.219
1949-09-01,11.957,0.212,17.969,0.205,6.0520000000000005,0.21,16.177,0.107,15.213499999999998
1949-10-01,9.531,0.158,15.439,0.187,3.719,0.199,15.375,0.101,15.212333333333333
1949-11-01,6.148,0.1639999999999999,11.821,0.207,0.453,0.224,14.331,0.099,15.214999999999998
1949-12-01,3.449,0.178,8.843,0.209,-1.892,0.237,13.633,0.102,15.22275
1950-01-01,2.008,0.173,7.611000000000001,0.207,-3.622,0.236,13.311,0.095,15.19
1950-02-01,2.721,0.182,8.475,0.209,-3.013,0.217,13.554,0.101,15.179
1950-03-01,5.247000000000001,0.15,11.173,0.158,-0.6930000000000001,0.2,14.296,0.097,15.176833333333333
1950-04-01,8.123,0.192,14.157,0.216,2.043,0.28,15.093,0.102,15.158583333333333
1950-05-01,11.297,0.217,17.252000000000002,0.259,5.421,0.286,16.033,0.106,15.156083333333333
1950-06-01,13.382,0.196,19.29,0.232,7.501,0.224,16.66,0.105,15.172166666666667
1950-07-01,14.14,0.239,19.882,0.275,8.417,0.291,16.980999999999998,0.115,15.186666666666666
1950-08-01,13.46,0.228,19.39,0.267,7.728999999999999,0.26,16.730999999999998,0.108,15.181249999999999
1950-09-01,11.952,0.204,17.737000000000005,0.209,6.205,0.215,16.124000000000002,0.106,15.176833333333335
1950-10-01,9.153,0.1639999999999999,14.918,0.159,3.452,0.193,15.245,0.103,15.165999999999999
1950-11-01,5.372000000000001,0.139,11.077,0.186,-0.4259999999999999,0.19,14.06,0.093,15.143416666666667
1950-12-01,3.528,0.152,9.123,0.205,-2.071,0.201,13.586,0.097,15.1395
1951-01-01,2.138,0.132,7.77,0.179,-3.5210000000000004,0.179,13.341,0.09,15.142000000000001
1951-02-01,2.332,0.149,8.163,0.229,-3.661,0.155,13.488,0.093,15.1365
1951-03-01,5.091,0.141,11.074000000000002,0.159,-1.0870000000000002,0.173,14.278,0.092,15.135
1951-04-01,8.366999999999999,0.175,14.538,0.184,2.191,0.208,15.198,0.095,15.143750000000002
1951-05-01,11.438,0.23,17.371000000000002,0.24,5.376,0.262,16.158,0.112,15.154166666666667
1951-06-01,13.25,0.238,19.16,0.214,7.312,0.192,16.768,0.106,15.163166666666667
1951-07-01,14.324000000000002,0.24,20.225,0.232,8.416,0.252,17.046,0.11,15.168583333333336
1951-08-01,14.021,0.251,19.81,0.28,8.033,0.3,17.081,0.11,15.197750000000001
1951-09-01,12.324000000000002,0.216,18.362,0.197,6.4270000000000005,0.219,16.43,0.101,15.22325
1951-10-01,9.67,0.123,15.149,0.125,4.047,0.161,15.529000000000002,0.094,15.24691666666667
1951-11-01,6.2250000000000005,0.161,11.752,0.186,0.457,0.17,14.422,0.093,15.277083333333335
1951-12-01,4.327999999999999,0.154,9.788,0.201,-1.162,0.21,13.995,0.091,15.311166666666667
1952-01-01,3.049,0.144,8.655999999999999,0.174,-2.579,0.193,13.762,0.089,15.34625
1952-02-01,3.3960000000000004,0.18,9.113,0.196,-2.4250000000000003,0.199,14.009,0.093,15.389666666666665
1952-03-01,4.9670000000000005,0.168,10.96,0.178,-1.193,0.194,14.373,0.093,15.397583333333335
1952-04-01,8.461,0.225,14.565,0.225,2.445,0.232,15.363,0.103,15.411333333333333
1952-05-01,11.352,0.264,17.289,0.254,5.394,0.274,16.129,0.115,15.408916666666668
1952-06-01,13.442,0.218,19.426,0.242,7.626,0.219,16.750999999999998,0.104,15.4075
1952-07-01,14.549,0.276,20.416,0.259,8.754,0.282,17.067999999999998,0.118,15.40933333333333
1952-08-01,13.964,0.302,19.753,0.28,8.161,0.296,16.952,0.118,15.398583333333333
1952-09-01,12.238,0.22,18.109,0.202,6.379,0.213,16.395,0.104,15.395666666666665
1952-10-01,9.157,0.166,15.032,0.165,3.294,0.19,15.434,0.096,15.387749999999999
1952-11-01,5.425,0.168,11.017,0.182,-0.164,0.184,14.334,0.093,15.380416666666667
1952-12-01,3.659,0.174,9.215,0.19,-1.85,0.193,13.787,0.094,15.363083333333334
1953-01-01,2.964,0.166,8.540999999999999,0.186,-2.629,0.201,13.642,0.092,15.353083333333332
1953-02-01,3.629,0.187,9.51,0.19,-2.1820000000000004,0.189,14.02,0.094,15.354
1953-03-01,5.712000000000001,0.161,11.677,0.1639999999999999,-0.22,0.183,14.561,0.093,15.369666666666665
1953-04-01,8.892000000000001,0.228,14.813,0.212,2.9130000000000003,0.254,15.518,0.103,15.382583333333331
1953-05-01,11.514,0.264,17.358,0.252,5.53,0.287,16.266,0.114,15.394
1953-06-01,13.612,0.216,19.461,0.204,7.749,0.202,16.89,0.105,15.405583333333333
1953-07-01,14.392,0.284,20.254,0.261,8.565,0.274,17.088,0.118,15.40725
1953-08-01,14.059,0.305,19.803,0.274,8.25,0.28,16.985,0.119,15.410000000000002
1953-09-01,12.199000000000002,0.223,18.145000000000003,0.188,6.287999999999999,0.215,16.418,0.105,15.411916666666665
1953-10-01,9.59,0.161,15.367,0.151,3.908,0.197,15.470999999999998,0.094,15.415
1953-11-01,5.924,0.168,11.376,0.1639999999999999,0.419,0.21,14.332,0.095,15.414833333333334
1953-12-01,3.998,0.182,9.366,0.183,-1.2990000000000002,0.214,13.862,0.095,15.421083333333334
1954-01-01,2.059,0.148,7.672999999999999,0.179,-3.5810000000000004,0.201,13.38,0.089,15.39925
1954-02-01,3.084,0.182,8.863,0.195,-2.6740000000000004,0.196,13.783,0.093,15.3795
1954-03-01,5.148,0.18,11.148,0.1369999999999999,-0.865,0.201,14.385,0.094,15.364833333333335
1954-04-01,8.158,0.218,13.973,0.222,2.424,0.195,15.226,0.102,15.3405
